numero	saison	player_id	player	round	lat	lng	country_code	guess_lat	guess_lng	distance
19	1	5e626d0512777c7a20431f1c	LordOozik	4	52.96606333235849	10.31101991664283	de	50.59707753077633	11.045314049208015	268.214747
19	1	5e626d0512777c7a20431f1c	LordOozik	5	46.80070571149915	-2.0151754053325357	fr	53.69119754595818	21.296310951424555	1815.134630
19	1	61f34541904c1e0001f465da	Comte	1	55.91054006960211	11.538941553832316	dk	45.13220664273852	-76.13590174912714	5883.940012
19	1	61f34541904c1e0001f465da	Comte	2	64.9742268980229	29.41879640719213	fi	66.72480782718034	19.842287367379065	476.547261
19	1	61f34541904c1e0001f465da	Comte	3	18.774540523489406	-103.62778439940335	mx	17.331020990644763	102.44652577030257	15091.475342
19	1	61f34541904c1e0001f465da	Comte	4	52.96606333235849	10.31101991664283	de	53.1567490611898	8.219036584410627	141.387340
19	1	61f34541904c1e0001f465da	Comte	5	46.80070571149915	-2.0151754053325357	fr	44.841819095014394	0.33510226195338166	283.899797
19	1	68f2e3307b1dd2467d0fc0f5	Etterima	1	55.91054006960211	11.538941553832316	dk	51.87994757226056	-101.56718849675394	6555.198025
19	1	68f2e3307b1dd2467d0fc0f5	Etterima	2	64.9742268980229	29.41879640719213	fi	64.06489517586223	27.45449195100769	138.021658
19	1	68f2e3307b1dd2467d0fc0f5	Etterima	3	18.774540523489406	-103.62778439940335	mx	-0.09932612034124849	102.97868663339467	16445.313254
19	1	68f2e3307b1dd2467d0fc0f5	Etterima	4	52.96606333235849	10.31101991664283	de	49.892405397113926	8.060518559758938	375.656755
19	1	68f2e3307b1dd2467d0fc0f5	Etterima	5	46.80070571149915	-2.0151754053325357	fr	47.255022738929895	4.051618394942733	462.480782
19	1	5eb9c2e197d6cf4bc8c17c07	Ca_Marsh	1	55.91054006960211	11.538941553832316	dk	45.85219767748714	-122.68595588427331	7919.134875
19	1	5eb9c2e197d6cf4bc8c17c07	Ca_Marsh	2	64.9742268980229	29.41879640719213	fi	62.43697686929261	30.43937092154341	286.563410
19	1	5eb9c2e197d6cf4bc8c17c07	Ca_Marsh	3	18.774540523489406	-103.62778439940335	mx	14.331360092975599	101.48545699437072	15419.686305
19	1	5eb9c2e197d6cf4bc8c17c07	Ca_Marsh	4	52.96606333235849	10.31101991664283	de	48.8997363538085	7.506317273592411	492.930913
19	1	5eb9c2e197d6cf4bc8c17c07	Ca_Marsh	5	46.80070571149915	-2.0151754053325357	fr	45.44607796051139	0.06200905624312192	219.796683
19	1	66c34181c361d9f3b9a03d9b	OG	1	55.91054006960211	11.538941553832316	dk	58.54285667232294	15.508097565584329	377.693785
19	1	66c34181c361d9f3b9a03d9b	OG	2	64.9742268980229	29.41879640719213	fi	62.58304445814982	-145.22919408139745	5824.537933
19	1	66c34181c361d9f3b9a03d9b	OG	3	18.774540523489406	-103.62778439940335	mx	4.551189263152686	-73.34476691315706	3647.292853
19	1	66c34181c361d9f3b9a03d9b	OG	4	52.96606333235849	10.31101991664283	de	56.03672151782902	12.714816459187537	375.007530
19	1	66c34181c361d9f3b9a03d9b	OG	5	46.80070571149915	-2.0151754053325357	fr	50.77903669050473	21.620181159931924	1778.658494
19	1	5e8fdfa9d51dd65c18f98403	Tbowfr	1	55.91054006960211	11.538941553832316	dk	46.50415928489337	-77.17553674798933	5832.404133
19	1	5e8fdfa9d51dd65c18f98403	Tbowfr	2	64.9742268980229	29.41879640719213	fi	45.896856470844035	-96.69037666005269	6838.396615
19	1	5e8fdfa9d51dd65c18f98403	Tbowfr	3	18.774540523489406	-103.62778439940335	mx	-10.737302149527647	-51.514595410052685	6588.344722
